"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"197","Georgia-B (Chillydawgs)","College","Men","Athens","GA","/teams/events/Eventteam/?TeamId=n8aEHcbKHORjevcwTTqT1JKJq%2bBmAypxu4D5dKCYe9I%3d",173,"Georgia B",944,"Developmental","Southeast","Southeast Dev",13,5,165,0.273190416529286
"198","Wisconsin- La Crosse (BadLUC)","College","Men","La Crosse","WI","/teams/events/Eventteam/?TeamId=Fh7u9vkVkap4kTD5FW48H7A6mDBwIW1AidfnrFsIGOw%3d",155,"Wisconsin- La Crosse",1016,"Division I","North Central","Lake Superior DI",7,10,497,0.267720756088708
"199","Southern Indiana (Fusion)","College","Men","Evansville","IN","/teams/events/Eventteam/?TeamId=MV5ShiIpzVTtBzRbnMtIQVINJ4JlQOLZWzmqoI6arc0%3d",291,"Southern Indiana",350,"Division I","Great Lakes","East Plains DI",10,12,388,0.256776691736421
"200","SUNY-Stony Brook (Panic)","College","Men","Stony Brook","NY","/teams/events/Eventteam/?TeamId=ZkJOAUIiLVPN7DDmKPOMdZBS%2bB3kKp4M3RicyfRG2Uc%3d",151,"SUNY-Stony Brook",1025,"Division I","Metro East","Metro NY DI",11,10,416,0.249671529635688
"201","Marist (Fox Ultimate)","College","Men","Poughkeepsie","NY","/teams/events/Eventteam/?TeamId=puhFHuasbBQtr0iEY0g43iyjSGMBmQYrUO4JfFSvmQc%3d",NA,NA,NA,NA,NA,NA,9,10,240,0.246365382435344
"202","Middle Tennessee State (Lightning)","College","Men","Murfreesboro","TN","/teams/events/Eventteam/?TeamId=bvlCnN4wcnRHnUQSh4f282Flfhf6GLQs5HctvB%2bk1Zw%3d",229,"Middle Tennessee State",695,"Division I","Southeast","Gulf Coast DI",5,12,264,0.243334952719464
"203","Kansas State (Wizards)","College","Men","Manhattan","KS","/teams/events/Eventteam/?TeamId=coU5h%2bzDw41yfJB0q1IawruXd%2fQ%2fiA3Tic%2fDcgsV9gg%3d",167,"Kansas State",955,"Division I","South Central","Ozarks DI",17,13,214,0.239321477553811
"204","George Washington (G-Dub Hippos)","College","Men","Washington","DC","/teams/events/Eventteam/?TeamId=R85xHNipZKFkaq%2bC0reevCHUBP0cCCzfsbvAoQ8Oy%2bM%3d",189,"George Washington",892,"Division I","Atlantic Coast","Colonial DI",8,18,162,0.238518639098744
"205","Northern Iowa (AmmUNItion)","College","Men","Cedar Falls","IA","/teams/events/Eventteam/?TeamId=6bpR%2brsx8UP7NQ6%2fgCoaDVwf%2fAsdjgqptfY9S6xUrp0%3d",NA,NA,NA,NA,NA,NA,11,14,311,0.238288079366886
"206","Cedarville (Swarm)","College","Men","Cedarville","OH","/teams/events/Eventteam/?TeamId=hno0MtX5ALC33DLLGjudI6AkOEkzVd7szylGP0ddnGw%3d",NA,NA,NA,NA,NA,NA,17,11,82,0.236391273219193
"207","Hartford (Lighthouse)","College","Men","West Hartford","CT","/teams/events/Eventteam/?TeamId=HJN%2b2GdD2CIuPTYapVxdCDE1GMj%2bnwtmgcGEMJHhQwE%3d",NA,NA,NA,NA,NA,NA,9,4,180,0.235610275996687
"208","Northern Illinois (Wolfpack Ultimate)","College","Men","Dekalb","IL","/teams/events/Eventteam/?TeamId=x05XIYqLT7Uyc6YMYnPM1WiwzdfgMpKqCtZpE%2bnKvrE%3d",230,"Northern Illinois",685,"Division I","Great Lakes","Illinois DI",10,15,310,0.232765129196164
"209","Sonoma State (Grapes of Wrath)","College","Men","Rohnert Park","CA","/teams/events/Eventteam/?TeamId=8zPydTOIcYp1i78Db2cbvNjalI9glGLfdQbZ%2fbGJ6uc%3d",190,"Sonoma State",887,"Division I","Southwest","NorCal DI",13,14,380,0.232397875599242
"210","Liberty (Flames)","College","Men","Lynchburg","VA","/teams/events/Eventteam/?TeamId=RvOePTfhBF7uCn8NUo4hTakynu%2bpwTEzLvuiO5BXIy8%3d",183,"Liberty",912,"Division I","Atlantic Coast","Virginia DI",12,18,231,0.231220026466272
"211","Colorado-Denver (Frostbite)","College","Men","Denver","CO","/teams/events/Eventteam/?TeamId=f7EEt76aN1o5xRfbMZHgNeelTybKeY%2fQ4LtcX5dXsSI%3d",142,"Colorado-Denver",1062,"Division I","South Central","Rocky Mountain DI",18,13,105,0.229862213499529
"212","Drake (DUC)","College","Men","Des Moines","IA","/teams/events/Eventteam/?TeamId=82EEcofMi0GZXip%2fSCSD%2byBENoRwc5g3v1YS%2fQs4d1I%3d",231,"Drake",683,"Division III","North Central","West Plains DIII",15,10,132,0.228642784228448
"213","North Florida (Category 5)","College","Men","Jacksonville","FL","/teams/events/Eventteam/?TeamId=vA0Qy9xzMmSf6x%2b9Y4P%2bFNWN949aKkPS3%2byu0B5fEkw%3d",NA,NA,NA,NA,NA,NA,14,8,299,0.227417892773595
"214","Berry (Berry )","College","Men","Berry","GA","/teams/events/Eventteam/?TeamId=5RY3b609IQigu5i%2fEUGXYjVFt5%2f7GSK99Wwl9UqMCkE%3d",236,"Berry",665,"Division III","Southeast","Eastern Southeast DIII",9,12,33,0.22481278804775
"215","Columbia (Uptown Local)","College","Men","New York","NY","/teams/events/Eventteam/?TeamId=Rask%2ffFbDVZdjm3XIyxvS%2fBALKH3yI7LYBaCxvUDiSw%3d",NA,NA,NA,NA,NA,NA,12,7,112,0.220757786874862
"216","Saint Rose (Saint Rose)","College","Men","Albany","NY","/teams/events/Eventteam/?TeamId=bmPD7I1xou8LeAYr75Lc7zvQeV25iH2Z4DJlkoxSD3w%3d",NA,NA,NA,NA,NA,NA,8,3,367,0.216130895039478
"217","Maryland-Baltimore County (Booya)","College","Men","Baltimore","MD","/teams/events/Eventteam/?TeamId=q9DHKqVPtLplU0nmTYJABDE55GSo70B0BBDCtqPEETs%3d",216,"Maryland-Baltimore County",748,"Division I","Atlantic Coast","Colonial DI",11,17,247,0.207514740421795
"218","Illinois-B (Boomland)","College","Men","Champaign","IL","/teams/events/Eventteam/?TeamId=jihMWoyHlj3gQX53r5Fhnjym%2fGZ%2fNkojakRTu5mtmsk%3d",262,"Illinois B",524,"Developmental","Great Lakes","Great Lakes Dev",18,16,191,0.207132483912623
"219","Gonzaga (GURU )","College","Men","Spokane","WA","/teams/events/Eventteam/?TeamId=8u%2bNjfRqOMyVQswV%2flKYkkrZtbGjaIAWRwQ%2fkWwBNSA%3d",NA,NA,NA,NA,NA,NA,13,17,173,0.206824888294203
"220","Bentley (Icehouse)","College","Men","Waltham","MA","/teams/events/Eventteam/?TeamId=F6gYzsmhexGyus4nysaQQkF%2bv%2b%2fJuZJmENfRetG2nZ0%3d",269,"Bentley",483,"Division III","New England","Metro Boston DIII",8,9,32,0.204987290497876
"221","Southern Mississippi (Anubis)","College","Men","Hattiesburg","MS","/teams/events/Eventteam/?TeamId=kwCQrlynJVOD9IoSF8%2bCygNoAJrT0RWux%2b2akSsn1yo%3d",278,"Southern Mississippi",423,"Division I","Southeast","Gulf Coast DI",7,15,390,0.203114673594443
"222","Rochester (Piggies)","College","Men","Rochester","NY","/teams/events/Eventteam/?TeamId=bQaqpoT8GofHXJBODEOJlgzmbQARNLf82y%2f7UwqWa4I%3d",185,"Rochester",910,"Division I","Metro East","Western NY DI",8,15,358,0.200229085882361
"223","Knox (River Rats)","College","Men","Galesburg","IL","/teams/events/Eventteam/?TeamId=4KXsc5LujJFJ5XkBPr0ntzgP%2bVH1OMLoXZt7ZW7huBw%3d",235,"Knox",671,"Division III","Great Lakes","Illinois DIII",14,9,223,0.198207020096995
"224","SUNY-Buffalo (Green Eggs and Ham)","College","Men","Buffalo","NY","/teams/events/Eventteam/?TeamId=ggz%2bh3ZHfponYxNwhOW%2fwZAmEdj6921KbJy93OTDsko%3d",206,"SUNY-Buffalo",795,"Division I","Metro East","Western NY DI",9,15,411,0.192296170640092
"225","Denver (Sourdough)","College","Men","Denver","CO","/teams/events/Eventteam/?TeamId=w6aeGigwkKvsuy8j2AUZ3ALaxQcGR7N89okL%2bSZ8RUQ%3d",191,"Denver",876,"Division I","South Central","Rocky Mountain DI",10,11,129,0.190826716795845
"226","Drexel (Dragons)","College","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=aCVzqBDhfjis6Yru%2bFASrRYZW4XcUqAjOmA1URSD9kA%3d",139,"Drexel",1066,"Division I","Ohio Valley","East Penn DI",9,12,133,0.188325012571392
"227","Ithaca (Nawshus Ultimate)","College","Men","Ithaca","NY","/teams/events/Eventteam/?TeamId=FUgFstGCZ%2bWny3Ig%2fABTu1r7WMV%2bOaFmSXxwPKas9uE%3d",NA,NA,NA,NA,NA,NA,11,7,203,0.185025721819451
"228","High Point (High Point University Bagheera)","College","Men","High Point","NC","/teams/events/Eventteam/?TeamId=f0thyExPx0hVxBNuBWnF34YgrwLmmSBrKrfQP%2fmWn3E%3d",218,"High Point",740,"Division III","Atlantic Coast","Carolina DIII",15,14,185,0.183270477515217
"229","Macalester (Blue Monkeys)","College","Men","St. Paul","MN","/teams/events/Eventteam/?TeamId=KS1NYgDqmA5BcQEYm7%2fCmJc5lIcIPQ5zwvk029%2f3BaA%3d",NA,NA,NA,NA,NA,NA,10,8,237,0.178329868655272
"230","Rowan (Ruf Riders)","College","Men","Glassboro","NJ","/teams/events/Eventteam/?TeamId=Ly0ynHZmmUEAkcE94%2bAR0E45c63YUc2xgOppXW2u3L0%3d",225,"Rowan",705,"Division I","Metro East","Metro NY DI",7,15,361,0.176222901094315
"231","Muhlenberg (Muhlenberg Ultimate)","College","Men","Allentown","PA","/teams/events/Eventteam/?TeamId=0z3TyxYoTA4I1gGl37vlBHlASMX%2fa0Rsjjpa%2fo6lYyc%3d",NA,NA,NA,NA,NA,NA,9,4,282,0.172857456917947
"232","Washington State (Suspicious Package)","College","Men","Pullman","WA","/teams/events/Eventteam/?TeamId=ZWRe5%2f7CCDEHbQRArwH3Wi%2f0fMbvLdy3eFv90y0qwaY%3d",175,"Washington State",934,"Division I","Northwest","Big Sky DI",15,13,475,0.172105905037561
"233","Florida State-B (DUF Lite)","College","Men","Tallahassee","FL","/teams/events/Eventteam/?TeamId=heuSaXpQhg1WxKyPR%2bR57xv71KomTlp8D1JfN%2bhmngY%3d",209,"Florida State B",785,"Developmental","Southeast","Southeast Dev",16,5,152,0.171668686208431
"234","Valparaiso (Deus Vult)","College","Men","Valparaiso","IN","/teams/events/Eventteam/?TeamId=iatUzLZaXyDOZxR70a7L0O0%2bK%2bpTlpabsiT281rT4fc%3d",NA,NA,NA,NA,NA,NA,12,6,459,0.170904743643488
"235","Keene State (Keene State)","College","Men","Keene","NH","/teams/events/Eventteam/?TeamId=OC5%2bZsrUdkxrPCrUNP%2b%2fSW0bHOkcln8AuTCQbKMhb4s%3d",282,"Keene State",413,"Division III","New England","North New England DIII",5,14,215,0.17059220138551
"236","Delaware-B (Sideshow)","College","Men","Newark","DE","/teams/events/Eventteam/?TeamId=8XCwDp0DXPOpmyzzRBEwPBMjRuKdtUSPUOI3GX9fveg%3d",242,"Delaware B",636,"Developmental","Atlantic Coast","Colonial Dev",17,6,126,0.166465823819907
"237","Virginia Commonwealth (Villains)","College","Men","Richmond","VA","/teams/events/Eventteam/?TeamId=wUujOCkC14qU04AcNccrgIiOEntujpFOZMMYu7iqhHU%3d",165,"Virginia Commonwealth",973,"Division I","Atlantic Coast","Virginia DI",4,16,468,0.16103057295618
"238","Occidental (Detox)","College","Men","Los Angeles","CA","/teams/events/Eventteam/?TeamId=Rk629vs91ThwqlZYVl6QUwiEO9EsARUQBnCDb7oTpXk%3d",195,"Occidental",864,"Division III","Southwest","Southwest DIII",15,9,320,0.160447636786156
"239","Tennessee Tech (Golden Beagles)","College","Men","Cookeville","TN","/teams/events/Eventteam/?TeamId=9HS2zanaPjCQBp839tZSeQjKCueZz6SbV%2b1Loi1p2Xg%3d",NA,NA,NA,NA,NA,NA,4,9,424,0.158778494729965
"240","Loyola-Chicago (Darkwing)","College","Men","Chicago","IL","/teams/events/Eventteam/?TeamId=RbzcbVUoAHOdSkNd5r2%2fbXZR86NVvSueb0XYOBB9gig%3d",193,"Loyola-Chicago",873,"Division I","Great Lakes","Illinois DI",12,5,232,0.157046318008953
"241","Miami (Ohio) (Miami Boogiemen)","College","Men","Oxford","OH","/teams/events/Eventteam/?TeamId=A%2b%2f%2fbHvDsHTMdWTnyLswtFQ%2fC7k1vrMw17QCFriwbVI%3d",192,"Miami (Ohio)",875,"Division I","Ohio Valley","Ohio DI",10,7,257,0.154205172254366
"242","South Carolina-B (South Carolina)","College","Men","Columbia","SC","/teams/events/Eventteam/?TeamId=iZdrEQ%2b%2buzgWyeOR4Hy2ADH%2fq7asfQyqVIUz7JOYVQI%3d",261,"South Carolina B",525,"Developmental","Atlantic Coast","Southern Atlantic Coast Dev",16,8,381,0.150377377002242
"243","Charleston (Palmetto Bums)","College","Men","Charleston","SC","/teams/events/Eventteam/?TeamId=f1EljAjqDmEdWtbQL%2bCwozacu8Chi1djMoOsafwInGU%3d",276,"Charleston",437,"Division I","Atlantic Coast","Carolina DI",8,25,88,0.14888530316542
"244","Navy (Poseidon)","College","Men","Annapolis","MD","/teams/events/Eventteam/?TeamId=rpdt5eHDfuCbwUwSd1J5FRuo8gKIb7%2fAnRh7ndXFw%2bQ%3d",251,"Navy",594,"Division III","Atlantic Coast","Northern Atlantic Coast DIII",10,14,283,0.144987420980335
"245","North Georgia (Summit)","College","Men","Dahlonega","GA","/teams/events/Eventteam/?TeamId=WWiIfhwHQBg0rgM%2fwp4nsCzKRWepdGVeUjTkqIWoNjY%3d",238,"North Georgia",662,"Division III","Southeast","Eastern Southeast DIII",10,9,300,0.141728881075841
"246","Wheaton (Illinois) (Mastodon)","College","Men","Wheaton","IL","/teams/events/Eventteam/?TeamId=eyTf7R4Fg14uYXbBufI8dY2%2fxeLRnAat%2fbZ4oeRdpzQ%3d",NA,NA,NA,NA,NA,NA,12,7,488,0.141007313962129
"247","Edinboro (Haggis)","College","Men","Edinboro","PA","/teams/events/Eventteam/?TeamId=69uc9W4kN6bPw5ye1ULOdrtPrKCroTdDJXPqegSerAU%3d",302,"Edinboro",189,"Division I","Ohio Valley","West Penn DI",5,19,139,0.137950278000985
"248","Grove City (Doomsday)","College","Men","Grove City","PA","/teams/events/Eventteam/?TeamId=JPoC5LokNhu87%2b%2blg%2bpCbexY6mR2Q67vkw%2fdKgcbvek%3d",NA,NA,NA,NA,NA,NA,10,8,177,0.137518956182299
"249","Wright State (Airstrike)","College","Men","Dayton","OH","/teams/events/Eventteam/?TeamId=0rrhttsxOKSIFmKOSsWkop99A5KufhImYB4iIfHVlfo%3d",300,"Wright State",210,"Division I","Ohio Valley","Ohio DI",9,13,512,0.136997206051095
"250","Whitworth (Bangarang)","College","Men","Spokane","WA","/teams/events/Eventteam/?TeamId=%2bt3PlVfxHem1M5PIaiWPuEGqSglmppVPuQUf%2f9lWH5o%3d",200,"Whitworth",823,"Division III","Northwest","Northwest DIII",11,10,491,0.136955244024215
"251","Swarthmore (Earthworms)","College","Men","Swarthmore","PA","/teams/events/Eventteam/?TeamId=VmVPCtZqS6mC3UXTFjWbRnLcHc1jsX9qLh7CSIWbCZc%3d",222,"Swarthmore",709,"Division III","Ohio Valley","East Penn DIII",9,16,418,0.134513180074848
"252","Syracuse (Doom)","College","Men","Syracuse","NY","/teams/events/Eventteam/?TeamId=9eWksPRtzpv4vWeff1EPlq2O146csUZDlZk%2fQotjntc%3d",211,"Syracuse",777,"Division I","Metro East","Western NY DI",8,21,419,0.131851959706579
"253","Emerson (Skunks)","College","Men","Boston","MA","/teams/events/Eventteam/?TeamId=F26l%2brEj1gnk4twfwj892WxtGiuOjU4gszXLKec4TSY%3d",NA,NA,NA,NA,NA,NA,10,2,143,0.129010734373633
"254","Texas Christian (High Noon)","College","Men","Fort Worth","TX","/teams/events/Eventteam/?TeamId=%2bgXmaImTcsBS3Yhfyh2vDkmyNyae6A6amYKXMIO%2fmK8%3d",226,"Texas Christian",704,"Division I","South Central","North Texas DI",15,12,434,0.128925392388192
"255","Missouri (Missouri)","College","Men","Columbia","MO","/teams/events/Eventteam/?TeamId=V5s0W%2fgV6s86Ni9TpXi%2bMkJPBbJLiyGdTFaxF4Ow7LM%3d",244,"Missouri",616,"Division I","South Central","Ozarks DI",6,14,274,0.128416654979148
"256","California-B (Thugmo)","College","Men","Berkeley","CA","/teams/events/Eventteam/?TeamId=L003bwXf1XaZi4anUfbrUEN4s2YM0LkAhXXq1257rSg%3d",215,"California B",758,"Developmental","Southwest","Southwest Dev",16,9,59,0.125960524656299
"257","Messiah (Falcons)","College","Men","Mechanicsburg","PA","/teams/events/Eventteam/?TeamId=g4It0fBJHStYF3ETzMVadDLyxzcvSO9Gz5iray9QYbo%3d",241,"Messiah",639,"Division III","Ohio Valley","West Penn DIII",8,20,255,0.124632560913975
"258","Maryland-B (Solar Flair)","College","Men","College Park","MD","/teams/events/Eventteam/?TeamId=MMC%2f6ltQWqMO0vJm1wwcI3n7dZQRPWQu3Wo7y6eu7DE%3d",266,"Maryland B",492,"Developmental","Atlantic Coast","Colonial Dev",14,9,245,0.124198363049898
"259","Truman State (JujiTSU )","College","Men","Kirksville","MO","/teams/events/Eventteam/?TeamId=mqd%2fJVwRjhwHmEiu7lf0xClXRdmXNpoFN1Zjqvgz2%2bg%3d",166,"Truman State",959,"Division III","South Central","Ozarks DIII",11,11,444,0.123340339569014
"260","Salisbury (Buzz Ultimate A)","College","Men","Salisbury","MD","/teams/events/Eventteam/?TeamId=sBE%2fCeLEZUQpnVFUiogItwC9dguqxEhH7MX3WQZrv%2b4%3d",290,"Salisbury",358,"Division I","Atlantic Coast","Colonial DI",12,11,368,0.121490855617346
"261","Harding (Harding Apocalypse)","College","Men","Searcy","AR","/teams/events/Eventteam/?TeamId=7ytOACdJ89%2fnRqEkB3rSrP2cXQuMcMpCfeYhkxUcn1E%3d",232,"Harding",682,"Division III","South Central","Ozarks DIII",10,15,179,0.121371671745922
"262","SUNY-Albany (SCAM)","College","Men","Albany","NY","/teams/events/Eventteam/?TeamId=MRV7t0VotSALGjxQ2CEkNJ2oXOLn3JjUhtVNwmPY4AE%3d",NA,NA,NA,NA,NA,NA,8,12,406,0.120308944812823
"263","Toledo (Savage)","College","Men","Toledo","OH","/teams/events/Eventteam/?TeamId=w3ahxfvJKNcXOFGjpNwjkrko693qWjDDbKBKTuCQJl4%3d",208,"Toledo",790,"Division I","Ohio Valley","Ohio DI",10,10,438,0.119525324421374
"264","Union (Tennessee) (Union Jaxx)","College","Men","Jackson","TN","/teams/events/Eventteam/?TeamId=jL0MFt7iW%2fooF67KyhKQvSmkX3zAT%2fujA%2bCPbUeSENg%3d",248,"Union (Tennessee)",601,"Division III","Southeast","Western Southeast DIII",7,11,454,0.116517339476038
"265","Arizona State-B (Pleasure Ultimate)","College","Men","Tempe","AZ","/teams/events/Eventteam/?TeamId=mQ4%2fjpOBSmakuZqFuotGu2C3Hq1OsxVuYMOxQ7%2ba4b0%3d",228,"Arizona State B",696,"Developmental","Southwest","Southwest Dev",22,12,17,0.116284703222723
"266","Catholic (Bad Habit)","College","Men","Washington","DC","/teams/events/Eventteam/?TeamId=KyEOC%2fZmw7QBg2KSRsytCTtijYtwhlqEIPA%2frtHptVc%3d",NA,NA,NA,NA,NA,NA,4,11,81,0.115592954211634
"267","James Madison-B (Smellfish)","College","Men","Harrisonburg","VA","/teams/events/Eventteam/?TeamId=iNPQzG5dzMfoB3x%2fqzKqu1ecLxnWUhvEkyme7V2kEXY%3d",263,"James Madison B",515,"Developmental","Atlantic Coast","Southern Atlantic Coast Dev",20,10,204,0.11474165884031
"268","Christopher Newport (Skymaul)","College","Men","Newport News","VA","/teams/events/Eventteam/?TeamId=tK%2bgUhKfGJ86NsDet83PRVX9zzCdsnYXdoXXyKn1%2f00%3d",247,"Christopher Newport",605,"Division III","Atlantic Coast","Northern Atlantic Coast DIII",14,5,92,0.113232254937489
"269","Carleton College-Hot Karls (Hot Karls)","College","Men","Northfield","MN","/teams/events/Eventteam/?TeamId=pnG2bMP1nTMh4kTKVf0Idt0yC9df2HjUHG5%2ffsbvJek%3d",256,"Carleton College-Hot Karls",550,"Division III","North Central","Northwoods DIII",16,15,75,0.112300801770307
"270","LSU-B (LSU-B)","College","Men","Baton Rouge","LA","/teams/events/Eventteam/?TeamId=U%2bR4GXSPSuEMx3x54MfD2HPvas6%2bbgRXacpeIu9haVA%3d",NA,NA,NA,NA,NA,NA,9,12,233,0.111162028465406
"271","Kenyon (SERF)","College","Men","Gambier","OH","/teams/events/Eventteam/?TeamId=9WPTNs3dGscX4j2WseTZmKm9%2b6vcIKGY7qEfmn7i8KE%3d",NA,NA,NA,NA,NA,NA,5,3,221,0.106754353403485
"272","Western Carolina (Western Front)","College","Men","Cullowhee","NC","/teams/events/Eventteam/?TeamId=bGLSjuDv%2bJCqes3gJMTBCWpwLecj68yQs%2fjt46oGleU%3d",NA,NA,NA,NA,NA,NA,4,10,483,0.10586858440969
"273","Texas-San Antonio (Velox)","College","Men","San Antonio","TX","/teams/events/Eventteam/?TeamId=M%2bJ%2fTl7wrHwyC0wC6pABYXgCB5wQaCY8njoGoJzUriA%3d",NA,NA,NA,NA,NA,NA,7,13,429,0.105667475287964
"274","Lamar (LU Dark Matter)","College","Men","Beaumont","TX","/teams/events/Eventteam/?TeamId=bltCiSdOjWoSGlDReja2r1LeSNkVF6E5KuNnGp7OPHw%3d",NA,NA,NA,NA,NA,NA,3,4,224,0.105505047896275
"275","Massachusetts-C (Umass Amherst Developmental)","College","Men","Amherst","MA","/teams/events/Eventteam/?TeamId=OWoHlRzCxhS2zlNhn226J9ZK0Jjv2H2ox86ZsN5Icc4%3d",NA,NA,NA,NA,NA,NA,8,6,251,0.105093028944696
"276","Yale (Süperfly)","College","Men","New Haven","CT","/teams/events/Eventteam/?TeamId=qkm9nSpk5TiRlKWFypcBEbR8Q%2fF4q45trbXtCdEYgQ0%3d",245,"Yale",611,"Division I","Metro East","Hudson Valley DI",5,11,514,0.104475526117469
"277","Rhode Island  (RIUT)","College","Men","Kingston","RI","/teams/events/Eventteam/?TeamId=Cjnt2MuZnVe%2b0kYepfa9KfcbSSwjUVXctL24lGsHCi8%3d",265,"Rhode Island",494,"Division I","New England","South New England DI",8,9,354,0.101121287950258
"278","Texas A&M-B (Dozen Matter)","College","Men","College Station","TX","/teams/events/Eventteam/?TeamId=RJDUy6bqwYvrVlQGY4usFpkiovoM5Jl9UCpUH4pF9T8%3d",199,"Texas A&M B",825,"Developmental","South Central","South Texas DI",11,8,431,0.0987541058064229
"279","Utah Valley (Utah Valley Wolverines)","College","Men","Orem","UT","/teams/events/Eventteam/?TeamId=00uFhpzy3qUUcje0vRQWHFgYYTo5NsahI6jYfC7zTvs%3d",217,"Utah Valley",745,"Division I","Northwest","Big Sky DI",8,11,458,0.0977474468519715
"280","William & Mary-B (Seahorse)","College","Men","Williamsburg","VA","/teams/events/Eventteam/?TeamId=oArVSMHqUjPyQytJhHxbSvw%2fxEy12lePff4GjNsh0Pc%3d",304,"William & Mary B",166,"Developmental","Atlantic Coast","Southern Atlantic Coast Dev",12,9,492,0.0918089829153586
"281","Dartmouth-B (Discomfort Trolley)","College","Men","Hanover","NH","/teams/events/Eventteam/?TeamId=U6uhgdFFblt83wCAZj6aNhMMyRpbM7fJkJOqEiKU9aM%3d",220,"Dartmouth B",720,"Developmental","New England","North New England Dev",12,7,121,0.0912603677112892
"282","Wisconsin-B (Fauxdags)","College","Men","Madison","WI","/teams/events/Eventteam/?TeamId=SKju1pyRBVg1Cgtnj5kwA5Tr0HCxsy7gJQLeJHS%2bScw%3d",186,"Wisconsin B",905,"Developmental","North Central","Lake Superior DI",11,8,498,0.0911641233815076
"283","Northeastern-B (Beastern)","College","Men","Boston","MA","/teams/events/Eventteam/?TeamId=thrZjM8OE7MCHMJm9%2f3NKo0nYk99XiQYDSAbPZLFhq4%3d",246,"Northeastern B",609,"Developmental","New England","Metro Boston Dev",14,11,305,0.0895874401527937
"284","Trine (Thunder Ultimate)","College","Men","Angola","IN","/teams/events/Eventteam/?TeamId=DRl0jgQCN4OyXLq8SdsKXEusoqdn7Ms8kzokkYFuKyM%3d",270,"Trine",446,"Division III","Great Lakes","East Plains DIII",7,7,441,0.0895373901777025
"285","Penn State-B (LoveTap)","College","Men","University Park","PA","/teams/events/Eventteam/?TeamId=eVZEaaySw429AK527TVKJFzVUlIHcvMzYcbo1nfsCIs%3d",258,"Penn State B",531,"Developmental","Ohio Valley","Ohio Valley Dev",11,7,335,0.0887963925569399
"286","North Greenville (Ninja Geese)","College","Men","Tigerville","SC","/teams/events/Eventteam/?TeamId=RotZFkyIbUtVct%2feKk%2bewYLmTu6SCppN4t8T9i%2b0SZA%3d",NA,NA,NA,NA,NA,NA,4,9,301,0.086665101406492
"287","Wingate (Wingate Bulldogs)","College","Men","Wingate","NC","/teams/events/Eventteam/?TeamId=kQmCMK0G3fL2okzU%2fhh9YZgVEdHUoWFjf%2ful2Zc7cYs%3d",254,"Wingate",564,"Division III","Atlantic Coast","Carolina DIII",6,15,495,0.0848208669657721
"288","Bucknell (Mudsharks)","College","Men","Lewisburg","PA","/teams/events/Eventteam/?TeamId=5suLuD9cTaz1cxsEzqNjAUlvfcH09JYdKMtO1IdXmSM%3d",NA,NA,NA,NA,NA,NA,9,6,51,0.0844213023298714
"289","DePaul (DUC)","College","Men","Chicago","IL","/teams/events/Eventteam/?TeamId=hECC54WWnuSl9A%2fzT920Nr5u4Tl7ngsxXsTrs6aSWmI%3d",252,"DePaul",584,"Division I","Great Lakes","Illinois DI",10,10,130,0.0842969013620078
"290","Montana State  (Rum Runners)","College","Men","Bozeman","MT","/teams/events/Eventteam/?TeamId=%2b7tzVpxtUv84pQJjhCIFnmru8std%2fxZs6Tr9WY6xhRU%3d",184,"Montana State",912,"Division I","Northwest","Big Sky DI",6,14,281,0.0837758543608338
"291","Utah State (USULT)","College","Men","Logan","UT","/teams/events/Eventteam/?TeamId=K95nhuBwuLZPdmPva9NiPLoe09k2n1tX6Nc5NQw7d64%3d",210,"Utah State",780,"Division I","Northwest","Big Sky DI",7,19,457,0.0829703776596651
"292","Western Washington-B (MUD)","College","Men","Bellingham","WA","/teams/events/Eventteam/?TeamId=DIAn23KyVwRG371SXsmlrkBWRXrp5hOOuTE2vZ8ICvk%3d",NA,NA,NA,NA,NA,NA,9,15,485,0.0829171307772916
"293","Wentworth (Concrete Jungle)","College","Men","Boston","MA","/teams/events/Eventteam/?TeamId=V1V7jaSpYCKFZ7oHiNWfopO9VWwNnp75ur8U6oC8vLo%3d",275,"Wentworth",437,"Division III","New England","Metro Boston DIII",9,8,478,0.0827790438643411
"294","SUNY-Fredonia (Terrifying Turtles)","College","Men","Fredonia","NY","/teams/events/Eventteam/?TeamId=xDRRvDAsnjN7j3AYI%2fZFStd%2fQ90CWewd6PueYRVR%2bW4%3d",237,"SUNY-Fredonia",664,"Division III","Metro East","Western NY DIII",11,8,412,0.0826160624297902
"295","Rowan-B (Ruf Riders B)","College","Men","Glassboro","NJ","/teams/events/Eventteam/?TeamId=sxwWOsmqWd9mA2TlQu0bEKEzuG4gGyNblefdeXxGPes%3d",280,"Rowan B",419,"Developmental","Metro East","Metro East Dev",16,13,360,0.0823109935679081
"296","West Virginia (WV Wild)","College","Men","Morgantown","WV","/teams/events/Eventteam/?TeamId=CxwVFVUTYoCTHOUFR9VN8citJkl52l92dN9P1GGtSUc%3d",223,"West Virginia",707,"Division I","Ohio Valley","West Penn DI",10,10,482,0.082021728649615
